Net,P1Score,P2Score
512,10875,10362
512,10875,10362
512,10875,10362
612,10975,10362
712,11075,10362
375,11175,10800
-500,11175,11675
-400,11375,11775
-1088,11575,12662
-1525,11675,13200
-1325,11875,13200
-2062,11875,13938
-2362,11975,14338
-3500,11975,15475
-3950,11975,15925
-3850,12175,16025
-4538,12275,16812
-5738,12475,18212
-6188,12475,18662
-6388,12475,18862
-7075,12575,19650
-7775,12575,20350
-8225,12575,20800
-8225,12575,20800
-8225,12575,20800
-8662,12575,21238
