Net,P1Score,P2Score
-1338,5688,7025
-1338,5688,7025
-1338,5688,7025
-1338,5688,7025
-1288,5738,7025
-1238,5788,7025
-1375,5788,7162
-1375,5788,7162
-1550,5888,7438
-1550,5888,7438
-1962,5888,7850
-1862,5988,7850
-2175,6088,8262
-2400,6138,8538
-2675,6138,8812
-3000,6188,9188
-3362,6238,9600
-3825,6288,10112
-3725,6388,10112
-4000,6388,10388
-4512,6388,10900
-4788,6388,11175
-4925,6525,11450
-4925,6662,11588
-4738,6850,11588
-4738,6850,11588
-4738,6850,11588
-4962,6850,11812
-5138,6900,12038
-5138,6900,12038
-5588,6900,12488
-5812,6900,12712
