Net,P1Score,P2Score
-1338,12825,14162
-1338,12825,14162
-1338,12825,14162
-900,13262,14162
850,15012,14162
1725,15888,14162
1625,15888,14262
2262,16525,14262
3250,17650,14400
4850,19250,14400
4525,19800,15275
4088,19800,15712
4362,20075,15712
4638,20350,15712
4588,21175,16588
3712,21175,17462
2838,21175,18338
1962,21175,19212
1088,21175,20088
1225,21312,20088
350,21312,20962
-1400,21312,22712
-1200,21512,22712
-362,22350,22712
712,23425,22712
1288,24000,22712
1625,24338,22712
2838,25550,22712
3725,26438,22712
4138,26850,22712
7481,30194,22712
