Net,P1Score,P2Score
-1388,14025,15412
-1388,14025,15412
-1388,14025,15412
-1388,14025,15412
-1212,14200,15412
-1212,14200,15412
-1212,14200,15412
-1650,14638,16288
-775,15512,16288
-312,16388,16700
588,17700,17112
1188,18575,17388
1788,19450,17662
2550,20762,18212
2712,21200,18488
2875,21638,18762
3175,22350,19175
4162,23612,19450
4438,24025,19588
5125,24712,19588
5262,25125,19862
5675,25675,20000
5512,26388,20875
6062,26938,20875
6612,27488,20875
7600,28475,20875
8150,29025,20875
8150,29025,20875
8562,29438,20875
