Net,P1Score,P2Score
-88,12150,12238
-88,12150,12238
-88,12150,12238
-188,12150,12338
-338,12150,12488
-538,12150,12688
-738,12150,12888
-662,12425,13088
-962,12425,13388
-525,13112,13638
-775,13112,13888
-375,13662,14038
25,14212,14188
50,14488,14438
75,14762,14688
462,15450,14988
1038,16275,15238
925,16412,15488
1188,16825,15638
1812,17650,15838
1988,17925,15938
2200,18338,16138
2338,18612,16275
2612,19025,16412
3025,19575,16550
3162,19988,16825
3712,20675,16962
4400,21638,17238
5088,22600,17512
5638,23150,17512
6462,23975,17512
6875,24388,17512
