Net,P1Score,P2Score
2788,9900,7112
2788,9900,7112
2788,9900,7112
2688,9900,7212
2688,9900,7212
2688,9900,7212
2438,9900,7462
1938,9950,8012
2325,10388,8062
2325,10538,8212
2225,10888,8662
2225,11088,8862
2275,11388,9112
2375,11588,9212
2475,11688,9212
2375,11738,9362
2750,12312,9562
3000,12662,9662
3100,13012,9912
3475,13538,10062
3475,13688,10212
3675,14038,10362
3925,14388,10462
3875,14438,10562
3975,14538,10562
4562,15175,10612
4612,15225,10612
4612,15325,10712
4762,15475,10712
4912,15675,10762
5012,15875,10862
5012,15875,10862
5062,15925,10862
5650,16512,10862
5750,16612,10862
5900,16812,10912
6000,16912,10912
6100,17012,10912
