Net,P1Score,P2Score
-2788,10825,13612
-2788,10825,13612
-2788,10825,13612
-2788,10825,13612
-2788,10825,13612
-2650,10962,13612
-2950,11100,14050
-2675,11375,14050
-2262,11788,14050
-2288,12200,14488
-3050,12750,15800
-2775,13025,15800
-2900,13300,16200
-2075,14125,16200
-1962,14538,16500
-1712,15088,16800
-2075,15362,17438
-1725,15912,17638
-1712,16325,18038
-1150,17425,18575
-1588,17425,19012
-1375,17838,19212
-888,18525,19412
-950,18800,19750
-975,19075,20050
-938,19212,20150
-625,19625,20250
-350,19900,20250
-350,19900,20250
-138,20312,20450
-400,20588,20988
-838,20588,21425
-700,20725,21425
-700,20862,21562
-425,21138,21562
-838,21138,21975
-838,21138,21975
-1000,21412,22412
-1438,21412,22850
-1438,21412,22850
-1575,21412,22988
-1575,21412,22988
-1712,21412,23125
-2588,21412,24000
-3025,21412,24438
