Net,P1Score,P2Score
12,9775,9762
12,9775,9762
12,9775,9762
12,9775,9762
-350,9850,10200
-200,10000,10200
-1412,10100,11512
-2188,10200,12388
-2188,10638,12825
-1612,11512,13125
-1575,11950,13525
-1100,12825,13925
-862,13462,14325
-625,13900,14525
-488,14438,14925
-388,14638,15025
-288,14838,15125
-288,15138,15425
-88,15438,15525
12,15538,15525
788,16512,15725
1225,16950,15725
1412,17488,16075
975,17488,16512
1412,17925,16512
2388,18900,16512
2825,19338,16512
3025,19538,16512
