Net,P1Score,P2Score
2675,11350,8675
2675,11350,8675
2675,11350,8675
2675,11350,8675
2675,11350,8675
2625,11350,8725
2725,11450,8725
2475,11500,9025
2475,11600,9125
2325,11650,9325
2125,11650,9525
2225,11750,9525
2275,11800,9525
2375,11900,9525
2475,12000,9525
2575,12100,9525
2625,12150,9525
2725,12250,9525
2825,12350,9525
2875,12400,9525
3075,12600,9525
3175,12700,9525
3375,12900,9525
3475,13000,9525
3575,13100,9525
3775,13300,9525
3875,13400,9525
4025,13550,9525
4125,13650,9525
4325,13850,9525
4425,13950,9525
4525,14050,9525
4725,14250,9525
4825,14350,9525
5025,14550,9525
5125,14650,9525
5325,14850,9525
5425,14950,9525
5525,15050,9525
5725,15250,9525
5825,15350,9525
6025,15550,9525
6125,15650,9525
6325,15850,9525
6425,15950,9525
6525,16050,9525
6725,16250,9525
6825,16350,9525
7025,16550,9525
7125,16650,9525
7325,16850,9525
7425,16950,9525
7525,17050,9525
7725,17250,9525
7825,17350,9525
8025,17550,9525
8125,17650,9525
8225,17750,9525
8425,17950,9525
8525,18050,9525
8625,18150,9525
8825,18350,9525
8925,18450,9525
9025,18550,9525
9225,18750,9525
9325,18850,9525
9425,18950,9525
9525,19050,9525
10400,19925,9525
10500,20025,9525
