Net,P1Score,P2Score
38,2350,2312
38,2350,2312
38,2350,2312
38,2350,2312
38,2350,2312
38,2350,2312
38,2350,2312
38,2350,2312
-62,2450,2512
-212,2500,2712
-112,2600,2712
38,2750,2712
88,2900,2812
138,3000,2862
38,3000,2962
-112,3000,3112
-112,3100,3212
-12,3250,3262
38,3350,3312
38,3400,3362
38,3450,3412
-62,3500,3562
-62,3550,3612
38,3700,3662
88,3800,3712
88,3850,3762
38,3900,3862
38,3900,3862
38,3950,3912
138,4050,3912
188,4150,3962
238,4250,4012
188,4250,4062
188,4250,4062
188,4250,4062
412,4525,4112
550,4662,4112
