Net,P1Score,P2Score
-5338,4462,9800
-5338,4462,9800
-5338,4462,9800
-5438,4462,9900
-5538,4462,10000
-5762,4462,10225
-5938,4462,10400
-5912,4662,10575
-5838,5162,11000
-6038,5312,11350
-6062,5512,11575
-6238,5662,11900
-6412,5762,12175
-6538,5912,12450
-6512,6162,12675
-6612,6262,12875
-6412,6662,13075
-6712,6662,13375
-6788,6762,13550
-6912,6762,13675
-7012,6812,13825
-7012,6812,13825
-7012,6812,13825
-7012,6812,13825
-7012,6812,13825
-7012,6812,13825
-6912,6912,13825
-6912,6912,13825
-6912,6912,13825
-6912,6912,13825
-6912,6912,13825
-6912,6912,13825
-6812,7012,13825
-6812,7012,13825
-6812,7012,13825
-6812,7012,13825
-6812,7012,13825
-6712,7112,13825
-6712,7112,13825
-6712,7112,13825
-6712,7112,13825
-6712,7112,13825
-6712,7112,13825
-6612,7212,13825
-6612,7212,13825
-6612,7212,13825
-6512,7312,13825
-6512,7312,13825
-6512,7312,13825
-6512,7312,13825
-6512,7312,13825
-6512,7312,13825
-6412,7412,13825
-6412,7412,13825
-6412,7412,13825
-6412,7412,13825
-6412,7412,13825
-6412,7412,13825
-6312,7512,13825
-6312,7512,13825
-6312,7512,13825
-6312,7512,13825
-6312,7512,13825
-6312,7512,13825
-6212,7612,13825
-6212,7612,13825
-6212,7612,13825
-6212,7612,13825
-6212,7612,13825
-6212,7612,13825
-6112,7712,13825
-6112,7712,13825
-6112,7712,13825
-6112,7712,13825
-6112,7712,13825
-6112,7712,13825
-6012,7812,13825
-6012,7812,13825
-6012,7812,13825
-6012,7812,13825
-6012,7812,13825
-6012,7812,13825
-5912,7912,13825
-5912,7912,13825
-5912,7912,13825
-5912,7912,13825
-5912,7912,13825
-5912,7912,13825
-5812,8012,13825
-5812,8012,13825
-5812,8012,13825
-5812,8012,13825
-5812,8012,13825
-5812,8012,13825
-5712,8112,13825
-5712,8112,13825
-5712,8112,13825
-5712,8112,13825
-5712,8112,13825
-5712,8112,13825
-5612,8212,13825
-5612,8212,13825
-5612,8212,13825
-5612,8212,13825
-5612,8212,13825
-5612,8212,13825
-5512,8312,13825
-5512,8312,13825
-5512,8312,13825
-5512,8312,13825
-5512,8312,13825
-5512,8312,13825
-5412,8412,13825
-5412,8412,13825
-5412,8412,13825
-5412,8412,13825
-5412,8412,13825
-5412,8412,13825
-5312,8512,13825
-5312,8512,13825
-5312,8512,13825
-5312,8512,13825
-5312,8512,13825
-5312,8512,13825
-5212,8612,13825
-5212,8612,13825
-5212,8612,13825
-5212,8612,13825
-5212,8612,13825
-5212,8612,13825
-5112,8712,13825
-5112,8712,13825
-5112,8712,13825
-5062,8762,13825
-5062,8762,13825
-5062,8762,13825
-5012,8812,13825
-5012,8812,13825
-5012,8812,13825
-5012,8812,13825
-5012,8812,13825
-5012,8812,13825
-4912,8912,13825
-4912,8912,13825
-4912,8912,13825
-4862,8962,13825
-4862,8962,13825
-4862,8962,13825
-4862,8962,13825
-4862,8962,13825
-4862,8962,13825
-4762,9062,13825
-4762,9062,13825
-4762,9062,13825
-4762,9062,13825
-4762,9062,13825
-4762,9062,13825
-4662,9162,13825
-4662,9162,13825
-4662,9162,13825
-4612,9212,13825
-4612,9212,13825
-4612,9212,13825
-4562,9262,13825
-4562,9262,13825
-4562,9262,13825
-4562,9262,13825
-4562,9262,13825
-4562,9262,13825
-4462,9362,13825
-4462,9362,13825
-4462,9362,13825
-4412,9412,13825
-4412,9412,13825
-4412,9412,13825
-4362,9462,13825
-4362,9462,13825
-4312,9512,13825
-4312,9512,13825
-4312,9512,13825
-4262,9562,13825
-4262,9562,13825
-4262,9562,13825
-4262,9562,13825
-4262,9562,13825
-4262,9562,13825
-4162,9662,13825
-4162,9662,13825
-4162,9662,13825
-4062,9762,13825
-4062,9762,13825
-4062,9762,13825
-4062,9762,13825
-4062,9762,13825
-4062,9762,13825
-3962,9862,13825
-3962,9862,13825
-3962,9862,13825
-3962,9862,13825
-3962,9862,13825
-3962,9862,13825
-3862,9962,13825
-3862,9962,13825
-3762,10062,13825
-3762,10062,13825
-3762,10062,13825
-3762,10062,13825
-3762,10062,13825
-3662,10162,13825
-3662,10162,13825
-3662,10162,13825
