Net,P1Score,P2Score
-1375,9950,11325
-1375,9950,11325
-1375,9950,11325
-975,10350,11325
1925,13250,11325
3425,14750,11325
3075,14750,11675
2825,14850,12025
2150,15050,12900
1450,15050,13600
3438,17388,13950
3950,17900,13950
3250,17900,14650
2900,17900,15000
2988,18300,15312
2988,18300,15312
2750,18500,15750
2438,18500,16062
2400,18738,16338
2225,18738,16512
2188,19012,16825
1688,19212,17525
1688,19350,17662
1650,19488,17838
1375,19488,18112
1512,19762,18250
1512,19762,18250
1650,19900,18250
1650,20175,18525
1650,20175,18525
1925,20450,18525
2062,20588,18525
1925,20588,18662
1925,20725,18800
2062,20862,18800
2200,21000,18800
2338,21138,18800
2475,21275,18800
