Net,P1Score,P2Score
2212,15325,13112
2212,15325,13112
2212,15325,13112
2212,15325,13112
2312,15425,13112
2388,15500,13112
2462,15575,13112
2100,15650,13550
2100,15750,13650
650,16050,15400
488,16325,15838
-188,16525,16712
-838,16750,17588
-1200,16825,18025
-1100,17362,18462
-1438,17462,18900
-1850,17488,19338
-2288,17488,19775
-2662,17488,20150
-3075,17488,20562
-3950,17488,21438
6550,27988,21438
6550,27988,21438
6550,27988,21438
6550,27988,21438
6550,27988,21438
6550,27988,21438
6550,27988,21438
6550,27988,21438
6550,27988,21438
7000,28438,21438
