Net,P1Score,P2Score
62,12888,12825
62,12888,12825
62,12888,12825
62,12888,12825
-350,12888,13238
-162,13762,13925
1612,15950,14338
1738,16488,14750
1625,16788,15162
1950,17962,16012
1462,18600,17138
875,19438,18562
562,19812,19250
250,20050,19800
-100,20388,20488
162,21200,21038
-188,21400,21588
250,21838,21588
275,22138,21862
238,22238,22000
638,22638,22000
462,22738,22275
50,22738,22688
-225,22738,22962
-638,22738,23375
-912,22738,23650
-1325,22738,24062
-1600,22738,24338
-1738,22738,24475
-1875,22738,24612
-2012,22738,24750
-2288,22738,25025
-2288,22738,25025
-2562,22738,25300
-2975,22738,25712
