Net,P1Score,P2Score
-100,13875,13975
-100,13875,13975
-100,13875,13975
950,14925,13975
1162,15625,14462
712,16500,15788
362,17375,17012
1412,18425,17012
2500,19650,17150
3062,20350,17288
4012,21575,17562
4575,22275,17700
5700,23675,17975
5262,23812,18550
4150,24012,19862
4950,24812,19862
4712,25012,20300
5012,25750,20738
4912,26088,21175
5625,26938,21312
6100,27412,21312
6100,27412,21312
6100,27412,21312
6100,27412,21312
6100,27412,21312
5662,27412,21750
5662,27412,21750
5662,27412,21750
5662,27412,21750
5662,27412,21750
5525,27412,21888
5525,27412,21888
5525,27412,21888
5525,27412,21888
5525,27412,21888
5525,27412,21888
5525,27412,21888
5525,27412,21888
5088,27412,22325
5088,27412,22325
5088,27412,22325
5088,27412,22325
5088,27412,22325
5088,27412,22325
5088,27412,22325
5088,27412,22325
5088,27412,22325
4650,27412,22762
4650,27412,22762
4650,27412,22762
4650,27412,22762
4650,27412,22762
4650,27412,22762
4650,27412,22762
4650,27412,22762
4650,27412,22762
4212,27412,23200
4212,27412,23200
4212,27412,23200
4212,27412,23200
4212,27412,23200
4212,27412,23200
4212,27412,23200
4212,27412,23200
3775,27412,23638
3775,27412,23638
3775,27412,23638
3775,27412,23638
3775,27412,23638
3775,27412,23638
3775,27412,23638
3775,27412,23638
3775,27412,23638
3338,27412,24075
3338,27412,24075
3338,27412,24075
3338,27412,24075
3338,27412,24075
3338,27412,24075
3338,27412,24075
3338,27412,24075
3338,27412,24075
3338,27412,24075
3338,27412,24075
2900,27412,24512
2900,27412,24512
2900,27412,24512
2900,27412,24512
2900,27412,24512
2900,27412,24512
2900,27412,24512
2900,27412,24512
2462,27412,24950
2462,27412,24950
2462,27412,24950
2462,27412,24950
2462,27412,24950
2462,27412,24950
2462,27412,24950
2462,27412,24950
2025,27412,25388
2025,27412,25388
1588,27412,25825
1588,27412,25825
2025,27850,25825
