Net,P1Score,P2Score
-1325,9988,11312
-1325,9988,11312
-1325,9988,11312
-1325,9988,11312
-1325,9988,11312
-1325,9988,11312
-1562,10188,11750
-1700,10188,11888
-1638,10388,12025
-2075,10388,12462
-2212,10388,12600
-2488,10388,12875
-2562,10588,13150
-2975,10588,13562
-3662,10588,14250
-4012,10788,14800
-4562,10788,15350
-4838,11062,15900
-4362,11538,15900
-4225,11675,15900
-3950,11950,15900
-3400,12500,15900
-3125,12775,15900
-3300,13050,16350
-2750,13600,16350
-2338,14012,16350
-1375,14975,16350
-1100,15250,16350
-1000,15800,16800
-450,16350,16800
375,17175,16800
788,17588,16800
1200,18000,16800
1712,18962,17250
2262,19512,17250
2950,20200,17250
3362,20612,17250
3638,20888,17250
3912,21162,17250
4050,21300,17250
