Net,P1Score,P2Score
2712,14275,11562
2712,14275,11562
2712,14275,11562
2712,14275,11562
2712,14275,11562
2888,14450,11562
2888,14450,11562
2750,14450,11700
2650,14625,11975
1762,14725,12962
1862,14825,12962
1488,15000,13512
412,15350,14938
38,15525,15488
-325,15875,16200
-638,16050,16688
-1212,16050,17262
-1562,16575,18138
-2625,16575,19200
-2700,16850,19550
-3112,17200,20312
-3462,17200,20662
-3812,17200,21012
-4162,17200,21362
-4650,17200,21850
-4788,17200,21988
-5975,17200,23175
-6388,17200,23588
-6388,17200,23588
-6388,17200,23588
-6388,17200,23588
-6212,17375,23588
-6662,17375,24038
-7112,17375,24488
-7112,17375,24488
-6938,17550,24488
-6938,17550,24488
-6838,17650,24488
-7188,17750,24938
-8088,17750,25838
