Net,P1Score,P2Score
2800,13850,11050
2800,13850,11050
2800,13850,11050
2800,13850,11050
2800,13850,11050
3538,14725,11188
4275,15600,11325
4138,15600,11462
5175,16912,11738
4375,17350,12975
4238,17350,13112
3975,17988,14012
3700,17988,14288
3400,18862,15462
3188,19062,15875
3075,19500,16425
2812,20138,17325
3138,21012,17875
3600,21888,18288
3050,21888,18838
3075,22325,19250
3062,22725,19662
3125,22925,19800
2850,22925,20075
2638,23125,20488
2638,23812,21175
2362,23812,21450
2188,23912,21725
2288,24012,21725
2388,24112,21725
1975,24112,22138
1975,24112,22138
1838,24250,22412
1888,24300,22412
1612,24300,22688
1475,24300,22825
1525,24350,22825
1388,24350,22962
1388,24350,22962
1300,24400,23100
1350,24450,23100
1212,24450,23238
1212,24450,23238
1212,24450,23238
1075,24450,23375
1138,24650,23512
1138,24650,23512
1138,24650,23512
1138,24650,23512
1388,24900,23512
