Net,P1Score,P2Score
1325,6400,5075
1325,6400,5075
1325,6400,5075
1300,6400,5100
1250,6400,5150
1225,6400,5175
1312,6538,5225
1288,6538,5250
1288,6638,5350
1350,6775,5425
1225,6775,5550
1475,7050,5575
2062,7738,5675
2212,8012,5800
2688,8562,5875
3075,8975,5900
3325,9250,5925
3938,9938,6000
4300,10350,6050
4550,10625,6075
4962,11038,6075
4962,11038,6075
4938,11038,6100
4938,11038,6100
4938,11038,6100
4938,11038,6100
4938,11038,6100
4912,11038,6125
4912,11038,6125
4912,11038,6125
4888,11038,6150
4888,11038,6150
4888,11038,6150
4888,11038,6150
4862,11038,6175
4862,11038,6175
4862,11038,6175
4862,11038,6175
4862,11038,6175
4838,11038,6200
4838,11038,6200
4838,11038,6200
4838,11038,6200
4812,11038,6225
4812,11038,6225
4812,11038,6225
4812,11038,6225
4788,11038,6250
4788,11038,6250
4788,11038,6250
4788,11038,6250
4762,11038,6275
4738,11038,6300
4738,11038,6300
4738,11038,6300
4738,11038,6300
4712,11038,6325
4712,11038,6325
4712,11038,6325
4712,11038,6325
4712,11038,6325
4688,11038,6350
4688,11038,6350
4688,11038,6350
4688,11038,6350
4662,11038,6375
4662,11038,6375
4662,11038,6375
4662,11038,6375
4638,11038,6400
4612,11038,6425
4612,11038,6425
4612,11038,6425
4612,11038,6425
4588,11038,6450
4588,11038,6450
4588,11038,6450
4588,11038,6450
4588,11038,6450
4562,11038,6475
4562,11038,6475
4562,11038,6475
4562,11038,6475
4538,11038,6500
4538,11038,6500
4538,11038,6500
4538,11038,6500
4512,11038,6525
4512,11038,6525
4512,11038,6525
4512,11038,6525
4488,11038,6550
4488,11038,6550
4488,11038,6550
4488,11038,6550
4488,11038,6550
4462,11038,6575
4462,11038,6575
4462,11038,6575
4462,11038,6575
4438,11038,6600
4438,11038,6600
4438,11038,6600
4438,11038,6600
4412,11038,6625
4412,11038,6625
4412,11038,6625
4412,11038,6625
4388,11038,6650
4388,11038,6650
4388,11038,6650
4388,11038,6650
4388,11038,6650
4362,11038,6675
4362,11038,6675
4362,11038,6675
4362,11038,6675
4338,11038,6700
4338,11038,6700
4338,11038,6700
4338,11038,6700
4312,11038,6725
4312,11038,6725
4312,11038,6725
4312,11038,6725
4288,11038,6750
4288,11038,6750
4262,11038,6775
4262,11038,6775
4262,11038,6775
4262,11038,6775
4238,11038,6800
4238,11038,6800
4238,11038,6800
4238,11038,6800
4212,11038,6825
4212,11038,6825
4212,11038,6825
4212,11038,6825
4212,11038,6825
4188,11038,6850
4188,11038,6850
4188,11038,6850
4188,11038,6850
4162,11038,6875
4162,11038,6875
4162,11038,6875
4162,11038,6875
4138,11038,6900
4138,11038,6900
4138,11038,6900
4138,11038,6900
4112,11038,6925
4112,11038,6925
4112,11038,6925
4112,11038,6925
4112,11038,6925
4088,11038,6950
4088,11038,6950
4088,11038,6950
4088,11038,6950
4062,11038,6975
4038,11038,7000
4038,11038,7000
4038,11038,7000
4038,11038,7000
4012,11038,7025
4012,11038,7025
4012,11038,7025
4012,11038,7025
3988,11038,7050
3988,11038,7050
3988,11038,7050
3988,11038,7050
3988,11038,7050
3962,11038,7075
3962,11038,7075
3962,11038,7075
3962,11038,7075
3938,11038,7100
3938,11038,7100
3938,11038,7100
3938,11038,7100
3912,11038,7125
3912,11038,7125
3912,11038,7125
3912,11038,7125
3888,11038,7150
3888,11038,7150
3888,11038,7150
3888,11038,7150
3888,11038,7150
3862,11038,7175
3862,11038,7175
3862,11038,7175
3862,11038,7175
3838,11038,7200
3838,11038,7200
3838,11038,7200
3838,11038,7200
3812,11038,7225
3812,11038,7225
3812,11038,7225
3812,11038,7225
3788,11038,7250
3788,11038,7250
3788,11038,7250
3788,11038,7250
3788,11038,7250
3762,11038,7275
3762,11038,7275
3762,11038,7275
3762,11038,7275
3738,11038,7300
3738,11038,7300
3738,11038,7300
3738,11038,7300
3712,11038,7325
3712,11038,7325
3712,11038,7325
3712,11038,7325
3688,11038,7350
3688,11038,7350
3688,11038,7350
3688,11038,7350
3688,11038,7350
3662,11038,7375
3662,11038,7375
3662,11038,7375
3662,11038,7375
3638,11038,7400
3638,11038,7400
3638,11038,7400
3638,11038,7400
3612,11038,7425
3612,11038,7425
3612,11038,7425
3612,11038,7425
3588,11038,7450
3588,11038,7450
3588,11038,7450
3588,11038,7450
3588,11038,7450
3562,11038,7475
3562,11038,7475
3562,11038,7475
3562,11038,7475
3538,11038,7500
3538,11038,7500
3538,11038,7500
3538,11038,7500
3512,11038,7525
3512,11038,7525
3512,11038,7525
3512,11038,7525
3488,11038,7550
3488,11038,7550
3488,11038,7550
3488,11038,7550
3462,11038,7575
3462,11038,7575
3462,11038,7575
3462,11038,7575
3438,11038,7600
3438,11038,7600
3438,11038,7600
3438,11038,7600
3412,11038,7625
3412,11038,7625
3412,11038,7625
3412,11038,7625
3388,11038,7650
3388,11038,7650
3388,11038,7650
3388,11038,7650
3388,11038,7650
3362,11038,7675
3362,11038,7675
3362,11038,7675
3362,11038,7675
3338,11038,7700
3338,11038,7700
3338,11038,7700
3338,11038,7700
3312,11038,7725
3312,11038,7725
3312,11038,7725
3312,11038,7725
3288,11038,7750
3288,11038,7750
3288,11038,7750
3288,11038,7750
3288,11038,7750
3262,11038,7775
3262,11038,7775
3262,11038,7775
3262,11038,7775
3238,11038,7800
3238,11038,7800
3238,11038,7800
3238,11038,7800
3212,11038,7825
3212,11038,7825
3212,11038,7825
3212,11038,7825
3188,11038,7850
3188,11038,7850
3188,11038,7850
3188,11038,7850
3188,11038,7850
3162,11038,7875
3162,11038,7875
3162,11038,7875
3162,11038,7875
3138,11038,7900
3138,11038,7900
3138,11038,7900
3138,11038,7900
3112,11038,7925
3112,11038,7925
3112,11038,7925
3112,11038,7925
3088,11038,7950
3088,11038,7950
3088,11038,7950
3088,11038,7950
3088,11038,7950
3062,11038,7975
3062,11038,7975
3062,11038,7975
3062,11038,7975
3038,11038,8000
3038,11038,8000
3012,11038,8025
3012,11038,8025
3012,11038,8025
2988,11038,8050
2988,11038,8050
2988,11038,8050
2988,11038,8050
2962,11038,8075
2962,11038,8075
2962,11038,8075
2962,11038,8075
2938,11038,8100
2938,11038,8100
2938,11038,8100
2912,11038,8125
2912,11038,8125
2912,11038,8125
2912,11038,8125
2888,11038,8150
2888,11038,8150
2888,11038,8150
2888,11038,8150
2862,11038,8175
2838,11038,8200
2838,11038,8200
2838,11038,8200
2838,11038,8200
2838,11038,8200
2812,11038,8225
2812,11038,8225
2788,11038,8250
2788,11038,8250
2788,11038,8250
2788,11038,8250
2788,11038,8250
2762,11038,8275
2762,11038,8275
2762,11038,8275
2762,11038,8275
2738,11038,8300
2738,11038,8300
2738,11038,8300
2738,11038,8300
2712,11038,8325
2712,11038,8325
2688,11038,8350
2688,11038,8350
2688,11038,8350
2688,11038,8350
2662,11038,8375
2662,11038,8375
2662,11038,8375
2662,11038,8375
2638,11038,8400
2638,11038,8400
2638,11038,8400
2638,11038,8400
2612,11038,8425
2612,11038,8425
2612,11038,8425
2612,11038,8425
2612,11038,8425
2588,11038,8450
2588,11038,8450
2588,11038,8450
2588,11038,8450
2562,11038,8475
2562,11038,8475
2562,11038,8475
2562,11038,8475
2538,11038,8500
2538,11038,8500
2538,11038,8500
2538,11038,8500
2512,11038,8525
2512,11038,8525
2512,11038,8525
2512,11038,8525
2512,11038,8525
2488,11038,8550
2488,11038,8550
2488,11038,8550
2488,11038,8550
2462,11038,8575
2462,11038,8575
2462,11038,8575
2462,11038,8575
2462,11038,8575
2462,11038,8575
2462,11038,8575
2462,11038,8575
2462,11038,8575
2462,11038,8575
2362,11038,8675
2362,11038,8675
2362,11038,8675
2362,11038,8675
2362,11038,8675
2362,11038,8675
2362,11038,8675
2362,11038,8675
2362,11038,8675
2362,11038,8675
2262,11038,8775
2262,11038,8775
2262,11038,8775
2262,11038,8775
2262,11038,8775
2262,11038,8775
2262,11038,8775
2262,11038,8775
2262,11038,8775
2262,11038,8775
2262,11038,8775
2162,11038,8875
2162,11038,8875
2162,11038,8875
2162,11038,8875
2162,11038,8875
2162,11038,8875
2162,11038,8875
2162,11038,8875
2162,11038,8875
2162,11038,8875
2062,11038,8975
2062,11038,8975
2062,11038,8975
2062,11038,8975
2062,11038,8975
2062,11038,8975
2062,11038,8975
2062,11038,8975
2062,11038,8975
2062,11038,8975
1962,11038,9075
1962,11038,9075
1962,11038,9075
1962,11038,9075
1962,11038,9075
1962,11038,9075
1962,11038,9075
1962,11038,9075
1962,11038,9075
1962,11038,9075
1862,11038,9175
1862,11038,9175
1862,11038,9175
1862,11038,9175
1862,11038,9175
1862,11038,9175
1862,11038,9175
1862,11038,9175
1862,11038,9175
1862,11038,9175
1762,11038,9275
1762,11038,9275
1762,11038,9275
1762,11038,9275
1762,11038,9275
1762,11038,9275
1762,11038,9275
1762,11038,9275
1762,11038,9275
1762,11038,9275
1762,11038,9275
1662,11038,9375
1662,11038,9375
1662,11038,9375
1662,11038,9375
1662,11038,9375
1662,11038,9375
1662,11038,9375
1662,11038,9375
1662,11038,9375
1662,11038,9375
1562,11038,9475
1562,11038,9475
1562,11038,9475
1562,11038,9475
1562,11038,9475
1562,11038,9475
1562,11038,9475
1562,11038,9475
1562,11038,9475
1562,11038,9475
1462,11038,9575
1462,11038,9575
1462,11038,9575
1462,11038,9575
1462,11038,9575
1462,11038,9575
1462,11038,9575
1462,11038,9575
1462,11038,9575
1462,11038,9575
1362,11038,9675
1362,11038,9675
1362,11038,9675
1362,11038,9675
1362,11038,9675
1362,11038,9675
1362,11038,9675
1362,11038,9675
1362,11038,9675
1362,11038,9675
1262,11038,9775
1262,11038,9775
1262,11038,9775
1262,11038,9775
1262,11038,9775
1262,11038,9775
1262,11038,9775
1262,11038,9775
1262,11038,9775
1262,11038,9775
1262,11038,9775
1162,11038,9875
1162,11038,9875
1162,11038,9875
1162,11038,9875
1162,11038,9875
1162,11038,9875
1162,11038,9875
1162,11038,9875
1162,11038,9875
1162,11038,9875
1062,11038,9975
1062,11038,9975
1062,11038,9975
1062,11038,9975
1062,11038,9975
1062,11038,9975
1062,11038,9975
1062,11038,9975
1062,11038,9975
1062,11038,9975
962,11038,10075
962,11038,10075
962,11038,10075
962,11038,10075
962,11038,10075
962,11038,10075
962,11038,10075
962,11038,10075
962,11038,10075
962,11038,10075
862,11038,10175
862,11038,10175
862,11038,10175
862,11038,10175
862,11038,10175
862,11038,10175
862,11038,10175
862,11038,10175
862,11038,10175
862,11038,10175
762,11038,10275
762,11038,10275
762,11038,10275
762,11038,10275
762,11038,10275
762,11038,10275
762,11038,10275
762,11038,10275
762,11038,10275
762,11038,10275
762,11038,10275
