Net,P1Score,P2Score
-1388,12562,13950
-1388,12562,13950
-1388,12562,13950
-1388,12562,13950
-950,13000,13950
-950,13000,13950
-350,13875,14225
250,14750,14500
850,15625,14775
1175,16500,15325
1225,17375,16150
1988,18688,16700
1875,19125,17250
2038,19562,17525
1400,19612,18212
1850,20200,18350
938,20250,19312
1100,20688,19588
1038,21175,20138
1575,21712,20138
2288,22838,20550
2262,23225,20962
1850,23225,21375
1862,23375,21512
2312,23962,21650
2850,24638,21788
2838,25175,22338
2838,25175,22338
2288,25175,22888
2438,25325,22888
2312,25475,23162
2225,25525,23300
2050,25625,23575
1975,25825,23850
2075,25925,23850
2125,26112,23988
2038,26162,24125
2088,26212,24125
2000,26262,24262
1962,26362,24400
1875,26412,24538
1975,26512,24538
