Net,P1Score,P2Score
1375,10388,9012
1375,10388,9012
1375,10388,9012
1550,10562,9012
200,10912,10712
-1638,10912,12550
-1538,11012,12550
-1338,11212,12550
-1238,11312,12550
-1138,11512,12650
-1088,11662,12750
-1038,11812,12850
-1138,12112,13250
-988,12362,13350
-788,12562,13350
-938,12612,13550
-638,12912,13550
-388,13162,13550
-138,13412,13550
200,13850,13650
200,13850,13650
300,13950,13650
400,14050,13650
500,14150,13650
500,14150,13650
500,14150,13650
500,14150,13650
500,14150,13650
500,14150,13650
500,14150,13650
500,14150,13650
938,14588,13650
938,14588,13650
1375,15025,13650
