Net,P1Score,P2Score
2688,12138,9450
2688,12138,9450
2688,12138,9450
2688,12138,9450
2688,12138,9450
2512,12138,9625
2462,12138,9675
2662,12388,9725
2662,12388,9725
2612,12388,9775
2838,12662,9825
2838,12862,10025
2962,13138,10175
3188,13412,10225
3550,14025,10475
3525,14300,10775
3288,14438,11150
3312,14850,11538
3575,15262,11688
3700,15538,11838
3962,16362,12400
4038,16638,12600
4438,17325,12888
5350,18425,13075
5625,18975,13350
5800,19250,13450
5975,19525,13550
6475,20075,13600
6925,20625,13700
7062,20762,13700
7288,21038,13750
7425,21175,13750
7562,21312,13750
7838,21588,13750
