Net,P1Score,P2Score
-1488,11025,12512
-1488,11025,12512
-1488,11025,12512
-1488,11025,12512
-1350,11162,12512
-1412,11300,12712
-1538,11575,13112
-1725,11988,13712
-1725,11988,13712
-1712,12538,14250
-1362,13088,14450
-1288,13362,14650
-800,14050,14850
-650,14600,15250
-300,15150,15450
188,15838,15650
538,16388,15850
412,16800,16388
288,17075,16788
88,17075,16988
225,17350,17125
500,17762,17262
775,18038,17262
225,18175,17950
-325,18312,18638
-50,18588,18638
225,18862,18638
225,19000,18775
-50,19138,19188
-462,19275,19738
-875,19275,20150
-1012,19275,20288
-1150,19275,20425
-1425,19275,20700
-1425,19275,20700
-1562,19275,20838
-1425,19412,20838
-1150,19688,20838
-1012,19825,20838
-875,19962,20838
-600,20238,20838
-462,20375,20838
-775,20512,21288
-362,20925,21288
-88,21200,21288
188,21475,21288
325,21612,21288
462,21750,21288
288,22025,21738
562,22300,21738
700,22438,21738
700,22438,21738
700,22438,21738
838,22575,21738
388,22575,22188
388,22575,22188
525,22712,22188
525,22712,22188
662,22850,22188
800,22988,22188
938,23125,22188
1212,23400,22188
1350,23538,22188
