Net,P1Score,P2Score
1438,14488,13050
1438,14488,13050
1438,14488,13050
1438,14488,13050
2050,15100,13050
2050,15100,13050
2250,15300,13050
2150,15400,13250
2000,15500,13500
1962,15900,13938
1188,16300,15112
950,16600,15650
512,16800,16288
-800,16900,17700
-1100,16900,18000
-1975,17100,19075
-1975,17538,19512
-2462,17538,20000
-2512,17538,20050
-3388,17538,20925
-4312,17538,21850
-4750,17538,22288
-5188,17538,22725
-5525,17638,23162
-5962,17638,23600
-6838,17638,24475
-7275,17638,24912
-8150,17638,25788
-8050,17738,25788
-8925,17738,26662
-9362,17738,27100
-11825,17738,29562
