Net,P1Score,P2Score
-10275,4000,14275
-10275,4000,14275
-10275,4000,14275
-10275,4000,14275
-10275,4000,14275
-10325,4000,14325
-9988,4438,14425
-8725,5750,14475
-8438,6625,15062
-6250,8812,15062
-4600,10562,15162
-3138,12312,15450
-2650,12850,15500
-2112,13688,15800
-2012,13988,16000
-1862,14288,16150
-1625,14625,16250
-1388,15062,16450
-1338,15162,16500
-1388,15262,16650
-1125,15675,16800
-1475,15912,17388
-1575,16012,17588
-1400,16288,17688
-1312,16425,17738
-1175,16562,17738
-1038,16700,17738
-900,16838,17738
-625,17112,17738
-538,17250,17788
-538,17250,17788
-488,17350,17838
-400,17488,17888
-350,17588,17938
-400,17588,17988
-400,17588,17988
-312,17725,18038
-362,17725,18088
-362,17725,18088
-412,17725,18138
-412,17725,18138
-550,17725,18275
