Net,P1Score,P2Score
1388,11300,9912
1388,11300,9912
1388,11300,9912
1388,11300,9912
1388,11300,9912
1188,11300,10112
1338,11450,10112
1138,11650,10512
588,11700,11112
1075,12388,11312
825,12538,11712
1300,13412,12112
725,13512,12788
1262,14250,12988
488,14350,13862
625,14888,14262
1188,16062,14875
1388,16600,15212
1450,16800,15350
1612,17438,15825
1812,17638,15825
1400,18038,16638
1800,18575,16775
1800,18575,16775
1462,18575,17112
1762,19012,17250
1850,19238,17388
1850,19238,17388
1850,19238,17388
1712,19238,17525
2012,19675,17662
1812,19675,17862
2250,20112,17862
2212,20212,18000
2212,20212,18000
2075,20212,18138
2175,20312,18138
2075,20412,18338
2038,20512,18475
1762,20512,18750
1862,20612,18750
1962,20712,18750
1925,20812,18888
1925,20812,18888
1925,20812,18888
2125,21012,18888
2088,21112,19025
2188,21212,19025
