Net,P1Score,P2Score
62,9962,9900
62,9962,9900
62,9962,9900
62,9962,9900
162,10062,9900
312,10212,9900
262,10262,10000
262,10462,10200
462,10862,10400
212,11012,10800
612,11512,10900
612,11812,11200
412,12112,11700
212,12212,12000
312,12512,12200
62,12862,12800
-25,13212,13238
-75,13562,13638
-325,13612,13938
-275,13862,14138
-575,14062,14638
-925,14312,15238
-962,14512,15475
-1138,14812,15950
-1488,14962,16450
-1575,15212,16788
-2100,15262,17362
-2438,15262,17700
-2638,15262,17900
-3138,15262,18400
-3750,15362,19112
-3888,15362,19250
-4500,15362,19862
