Net,P1Score,P2Score
-1400,10562,11962
-1400,10562,11962
-1400,10562,11962
-1400,10562,11962
-1400,10562,11962
-1200,10762,11962
-1075,10962,12038
-950,11112,12062
-925,11312,12238
-850,11562,12412
-625,11912,12538
-700,12062,12762
-350,12462,12812
-125,12712,12838
-238,13212,13450
-138,13562,13700
112,13862,13750
412,14312,13900
-25,14462,14488
-525,14650,15175
-525,14900,15425
-1025,15188,16212
-812,15650,16462
-775,15788,16562
-612,16200,16812
-762,16888,17650
-812,16888,17700
-238,17712,17950
-550,17988,18538
-375,18262,18638
-150,18538,18688
-462,18812,19275
-425,18950,19375
-62,19362,19425
112,19638,19525
525,20050,19525
525,20050,19525
312,20325,20012
0,20600,20600
-12,20738,20750
200,21150,20950
150,21150,21000
50,21150,21100
0,21150,21150
-50,21150,21200
-150,21150,21300
-12,21288,21300
125,21425,21300
125,21425,21300
162,21562,21400
62,21562,21500
150,21700,21550
100,21700,21600
50,21700,21650
-388,21700,22088
-388,21700,22088
-388,21700,22088
-388,21700,22088
-388,21700,22088
-825,21700,22525
