Net,P1Score,P2Score
-1400,11112,12512
-1400,11112,12512
-1400,11112,12512
-1400,11112,12512
-1838,11112,12950
-1838,11112,12950
-1312,12075,13388
-2050,12212,14262
-2212,12488,14700
-1688,13450,15138
-1738,14275,16012
-2338,14550,16888
-2088,15238,17325
-2112,15650,17762
-2412,15788,18200
-2162,16475,18638
-2125,16750,18875
-2088,16888,18975
-2325,17025,19350
-2425,17025,19450
-2075,17575,19650
-2362,17575,19938
-2288,17988,20275
-2150,18262,20412
-2162,18675,20838
-2225,18812,21038
-1738,19500,21238
-1875,19638,21512
-1512,20188,21700
-1575,20325,21900
-1675,20462,22138
-1588,20738,22325
-1500,21012,22512
-1500,21150,22650
-1412,21288,22700
-1462,21288,22750
-1050,21700,22750
-962,21838,22800
-1012,21838,22850
-975,21975,22950
-1025,21975,23000
-988,22112,23100
-1088,22112,23200
-1138,22112,23250
-1188,22112,23300
-1288,22112,23400
-1288,22112,23400
-1288,22112,23400
-1288,22112,23400
-1288,22112,23400
-1288,22112,23400
-1288,22112,23400
-1288,22112,23400
-1288,22112,23400
-1150,22250,23400
-1150,22250,23400
-1150,22250,23400
-1012,22388,23400
-1012,22388,23400
-1012,22388,23400
-875,22525,23400
-1100,22525,23625
