Net,P1Score,P2Score
-2412,7625,10038
-2412,7625,10038
-2412,7625,10038
-2462,7625,10088
-2612,7625,10238
-2812,7725,10538
-3012,7775,10788
-3188,7875,11062
-3112,8175,11288
-3338,8325,11662
-3312,8875,12188
-3212,9250,12462
-3138,9550,12688
-2862,10225,13088
-2662,10650,13312
-2588,10900,13488
-2538,11350,13888
-2638,11500,14138
-2462,11925,14388
-2238,12200,14438
-1862,12775,14638
-1762,13275,15038
-1662,13500,15162
-1275,14038,15312
-938,14525,15462
-212,15400,15612
212,15925,15712
738,16550,15812
1225,17038,15812
1400,17212,15812
1438,17350,15912
1575,17488,15912
1575,17488,15912
1525,17488,15962
1525,17488,15962
1525,17488,15962
1525,17488,15962
1475,17488,16012
1475,17488,16012
1475,17488,16012
1475,17488,16012
1425,17488,16062
1425,17488,16062
1425,17488,16062
1375,17488,16112
1375,17488,16112
1375,17488,16112
1375,17488,16112
1375,17488,16112
1325,17488,16162
1325,17488,16162
1325,17488,16162
1325,17488,16162
1275,17488,16212
1275,17488,16212
1275,17488,16212
1275,17488,16212
1225,17488,16262
1225,17488,16262
1225,17488,16262
1225,17488,16262
1175,17488,16312
1175,17488,16312
1175,17488,16312
1175,17488,16312
1125,17488,16362
1125,17488,16362
1125,17488,16362
1075,17488,16412
1075,17488,16412
1075,17488,16412
1075,17488,16412
1075,17488,16412
1025,17488,16462
1025,17488,16462
1025,17488,16462
1025,17488,16462
975,17488,16512
975,17488,16512
975,17488,16512
975,17488,16512
925,17488,16562
925,17488,16562
925,17488,16562
875,17488,16612
875,17488,16612
875,17488,16612
875,17488,16612
875,17488,16612
825,17488,16662
825,17488,16662
825,17488,16662
825,17488,16662
825,17488,16662
775,17488,16712
775,17488,16712
725,17488,16762
725,17488,16762
725,17488,16762
675,17488,16812
675,17488,16812
625,17488,16862
625,17488,16862
625,17488,16862
625,17488,16862
575,17488,16912
575,17488,16912
575,17488,16912
575,17488,16912
575,17488,16912
525,17488,16962
525,17488,16962
525,17488,16962
525,17488,16962
475,17488,17012
475,17488,17012
475,17488,17012
475,17488,17012
425,17488,17062
425,17488,17062
425,17488,17062
375,17488,17112
375,17488,17112
375,17488,17112
375,17488,17112
325,17488,17162
325,17488,17162
325,17488,17162
325,17488,17162
275,17488,17212
275,17488,17212
275,17488,17212
275,17488,17212
225,17488,17262
225,17488,17262
225,17488,17262
225,17488,17262
175,17488,17312
175,17488,17312
175,17488,17312
175,17488,17312
125,17488,17362
125,17488,17362
75,17488,17412
75,17488,17412
75,17488,17412
25,17488,17462
25,17488,17462
25,17488,17462
25,17488,17462
-25,17488,17512
-25,17488,17512
-25,17488,17512
-25,17488,17512
-75,17488,17562
-75,17488,17562
-75,17488,17562
-75,17488,17562
-125,17488,17612
-125,17488,17612
-125,17488,17612
-125,17488,17612
-125,17488,17612
-175,17488,17662
