Net,P1Score,P2Score
2788,9950,7162
2788,9950,7162
2788,9950,7162
2738,9950,7212
2412,10225,7812
2538,10400,7862
2738,10600,7862
3038,11000,7962
3188,11200,8012
3438,11500,8062
3538,11800,8262
3838,12300,8462
4075,12638,8562
4325,13038,8712
4762,13575,8812
4862,13875,9012
5162,14275,9112
5312,14575,9262
5662,14975,9312
5762,15175,9412
5962,15375,9412
5912,15375,9462
6162,15675,9512
6212,15775,9562
6312,15875,9562
7000,16612,9612
7000,16612,9612
7250,16912,9662
7450,17112,9662
