Net,P1Score,P2Score
2712,13012,10300
2712,13012,10300
2712,13012,10300
2712,13012,10300
2712,13012,10300
2512,13012,10500
2750,13450,10700
2550,13450,10900
2550,13650,11100
2212,13750,11538
2650,14288,11638
2450,14388,11938
2075,14388,12312
2300,14888,12588
2150,15288,13138
1838,15388,13550
2025,15988,13962
1025,16088,15062
1088,16288,15200
-225,16488,16712
-538,16588,17125
-1225,16588,17812
-1162,16788,17950
-1000,17225,18225
-1038,17325,18362
-775,17862,18638
-512,18400,18912
-412,18500,18912
-412,18500,18912
-388,18938,19325
50,19375,19325
650,20250,19600
650,20250,19600
1088,20688,19600
950,20688,19738
1825,21562,19738
2262,22000,19738
2262,22000,19738
2700,22438,19738
2700,22438,19738
3138,22875,19738
3138,22875,19738
3575,23312,19738
