Net,P1Score,P2Score
-4150,7475,11625
-4150,7475,11625
-4150,7475,11625
-4150,7475,11625
-4150,7475,11625
-4150,7475,11625
-4050,7575,11625
-4188,7575,11762
-4188,7575,11762
-4088,7675,11762
-3988,7775,11762
-4125,7912,12038
-4262,7912,12175
-4125,8050,12175
-4125,8050,12175
-4400,8188,12588
-4300,8700,13000
-4575,8700,13275
-4612,9075,13688
-4800,9488,14288
-5250,9588,14838
-6488,9588,16075
-7038,9725,16762
-7038,10412,17450
-7488,10512,18000
-7762,10650,18412
-8175,10650,18825
-8312,10650,18962
-8312,10650,18962
-8450,10650,19100
