Net,P1Score,P2Score
1288,12112,10825
1288,12112,10825
1288,12112,10825
988,12112,11125
-1312,12112,13425
-1712,12112,13825
-1738,12288,14025
-1588,12638,14225
-1138,13188,14325
-1438,13188,14625
-1638,13188,14825
-1912,13188,15100
-2050,13188,15238
-2600,13188,15788
-2875,13188,16062
-3150,13462,16612
-3288,13462,16750
-3150,13875,17025
-3288,14012,17300
-3288,14150,17438
-3425,14425,17850
-3425,14700,18125
-3425,14975,18400
-3700,15112,18812
-3838,15250,19088
-3238,16262,19500
-3100,16538,19638
-2938,16975,19912
-3212,16975,20188
-2612,17850,20462
-2612,17988,20600
-2312,18425,20738
-1738,19000,20738
-2012,19000,21012
-1988,19438,21425
-1550,19875,21425
-1388,20312,21700
-1388,20312,21700
-1225,20750,21975
-1225,20750,21975
-1225,20750,21975
-1362,20750,22112
-1500,20750,22250
-1500,20750,22250
-1912,20750,22662
-2050,20750,22800
-2050,20750,22800
-2188,20750,22938
