Net,P1Score,P2Score
2775,12150,9375
2775,12150,9375
2775,12150,9375
2775,12150,9375
1775,12150,10375
1375,12150,10775
1175,12150,10975
1562,12638,11075
1262,12738,11475
1012,12788,11775
762,12838,12075
612,12988,12375
1038,13912,12875
888,13962,13075
1175,14450,13275
1325,14600,13275
1588,15138,13550
1788,15338,13550
1862,15688,13825
1750,15988,14238
1588,16238,14650
1325,16388,15062
1338,16538,15200
1400,16738,15338
1425,17038,15612
1575,17188,15612
1838,17725,15888
1938,17825,15888
2338,18362,16025
2912,18938,16025
2962,18988,16025
3400,19425,16025
