Net,P1Score,P2Score
25,7750,7725
25,7750,7725
25,7750,7725
25,7750,7725
200,7925,7725
-475,8275,8750
-675,8275,8950
-812,8275,9088
-675,8550,9225
-262,9100,9362
425,9788,9362
700,10200,9500
975,10750,9775
1250,11025,9775
1088,11438,10350
1088,11712,10625
1500,12125,10625
1362,12262,10900
1362,12400,11038
1362,12675,11312
1362,12812,11450
1500,13088,11588
1775,13362,11588
1775,13500,11725
1775,13500,11725
1888,14050,12162
2025,14188,12162
2025,14188,12162
2025,14188,12162
1725,14325,12600
1862,14462,12600
2000,14600,12600
