Net,P1Score,P2Score
-1488,12650,14138
-1488,12650,14138
-1488,12650,14138
-1488,12650,14138
-1625,12650,14275
-1762,12650,14412
-1188,13225,14412
-1325,13362,14688
-1188,13638,14825
-1325,13775,15100
-612,14625,15238
-38,15612,15650
650,16575,15925
375,16575,16200
325,17125,16800
925,18550,17625
375,18688,18312
75,19125,19050
25,19675,19650
-388,19675,20062
-625,19950,20575
-125,20638,20762
538,21350,20812
1238,22200,20962
1325,22475,21150
1038,22750,21712
1125,23025,21900
2588,24588,22000
2450,24725,22275
2625,25000,22375
2988,25412,22425
2750,25550,22800
2838,25688,22850
2788,25825,23038
3012,26100,23088
2912,26100,23188
3188,26375,23188
3275,26512,23238
3412,26650,23238
3550,26788,23238
