Net,P1Score,P2Score
38,12300,12262
38,12300,12262
38,12300,12262
38,12300,12262
412,12675,12262
562,12875,12312
1112,13475,12362
1862,14375,12512
2362,15075,12712
2762,15575,12812
3025,16275,13250
3138,16875,13738
3488,17275,13788
3050,17275,14225
2612,17275,14662
1162,17275,16112
-50,17375,17425
-50,17375,17425
-1362,17375,18738
-2238,17375,19612
-4125,17375,21500
-5000,17375,22375
-5438,17375,22812
-5875,17375,23250
-6312,17375,23688
-6750,17375,24125
-7188,17375,24562
