Net,P1Score,P2Score
-3212,8200,11412
-3212,8200,11412
-3212,8200,11412
-3212,8200,11412
-3362,8200,11562
-3412,8200,11612
-3512,8200,11712
-3562,8200,11762
-3300,8612,11912
-3362,8750,12112
-2912,9300,12212
-2875,9438,12312
-2525,9988,12512
-2675,9988,12662
-2312,10400,12712
-2050,10812,12862
-1975,11088,13062
-1338,11775,13112
-1538,11775,13312
-1600,11912,13512
-1475,12188,13662
-1575,12188,13762
-1450,12462,13912
-1138,12875,14012
-1012,13150,14162
-650,13562,14212
-800,13562,14362
-712,13700,14412
-588,13975,14562
-88,14525,14612
50,14662,14612
-12,14800,14812
-25,14938,14962
62,15075,15012
0,15212,15212
138,15350,15212
500,15762,15262
450,15762,15312
675,16038,15362
525,16038,15512
888,16450,15562
788,16450,15662
962,16725,15762
962,16725,15762
1188,17000,15812
1325,17138,15812
1175,17138,15962
1400,17412,16012
1538,17550,16012
1675,17688,16012
1625,17688,16062
1612,17825,16212
1975,18238,16262
2112,18375,16262
2012,18375,16362
2150,18512,16362
2288,18650,16362
2425,18788,16362
2425,18788,16362
2325,18788,16462
2600,19062,16462
2825,19338,16512
2775,19338,16562
2912,19475,16562
3050,19612,16562
