Net,P1Score,P2Score
-1750,6950,8700
-1750,6950,8700
-1750,6950,8700
-1750,6950,8700
-1750,6950,8700
-1700,7050,8750
-1800,7050,8850
-1800,7050,8850
-2150,7150,9300
-2250,7250,9500
-2350,7350,9700
-2650,7450,10100
-2650,7650,10300
-2325,8025,10350
-2475,8125,10600
-2250,8600,10850
-2450,8600,11050
-2550,8700,11250
-2575,8875,11450
-2575,9075,11650
-2638,9212,11850
-2488,9412,11900
-2450,9550,12000
-2638,9825,12462
-2538,9925,12462
-2812,10338,13150
-3500,10338,13838
-3600,10512,14112
-4312,10512,14825
-4588,10512,15100
-4862,10512,15375
-5138,10512,15650
