Net,P1Score,P2Score
-2662,7225,9888
-2662,7225,9888
-2662,7225,9888
-2662,7225,9888
-2662,7225,9888
-2562,7325,9888
-3438,7375,10812
-3538,7475,11012
-4225,7575,11800
-3988,7862,11850
-4712,8012,12725
-4612,8112,12725
-5100,8362,13462
-5150,8412,13562
-5500,8562,14062
-6000,8662,14662
-6650,8762,15412
-7200,8812,16012
-7300,8812,16112
-7400,8812,16212
-7400,8812,16212
-7400,8812,16212
-7400,8812,16212
-7400,8812,16212
-7400,8812,16212
-7400,8812,16212
-7400,8812,16212
-7350,8862,16212
-7350,8862,16212
-7575,8862,16438
-7525,8912,16438
-7700,8962,16662
-7925,8962,16888
-7925,8962,16888
-8150,8962,17112
