Net,P1Score,P2Score
-2800,10800,13600
-2800,10800,13600
-2800,10800,13600
-2800,10800,13600
-2900,10800,13700
-4712,10800,15512
-4712,10900,15612
-4712,10900,15612
-5062,11300,16362
-5950,11600,17550
-6750,11700,18450
-7150,12000,19150
-7100,12200,19300
-7200,12500,19700
-7150,12700,19850
-7250,12800,20050
-7150,13000,20150
-7112,13238,20350
-7112,13338,20450
-7112,13338,20450
-6575,13875,20450
-6138,14312,20450
-6138,14312,20450
-6362,14312,20675
-5825,14850,20675
-5388,15288,20675
-5388,15288,20675
-5288,15388,20675
-4638,16262,20900
-4200,16700,20900
-3762,17138,20900
-3325,17575,20900
-2888,18012,20900
-2012,18888,20900
-1575,19325,20900
-1138,19762,20900
-262,20638,20900
-262,20638,20900
1050,21950,20900
1588,22488,20900
1588,22488,20900
1788,22688,20900
2425,23325,20900
2525,23425,20900
3062,23962,20900
3062,23962,20900
3500,24400,20900
