Net,P1Score,P2Score
75,10088,10012
75,10088,10012
75,10088,10012
75,10088,10012
-25,10188,10212
-75,10338,10412
-175,10438,10612
-425,10588,11012
-775,10638,11412
-1375,10838,12212
-2012,10938,12950
-3312,11038,14350
-3962,11188,15150
-4262,11488,15750
-5012,11538,16550
-5262,11688,16950
-5312,11975,17288
-5312,12175,17488
-5450,12175,17625
-5538,12225,17762
-5900,12275,18175
-5850,12325,18175
-6075,12375,18450
-6250,12475,18725
-6288,12575,18862
-6562,12575,19138
-6788,12625,19412
-6925,12625,19550
-7012,12675,19688
-7100,12725,19825
-7100,12725,19825
-7238,12725,19962
-7375,12725,20100
