Net,P1Score,P2Score
-4188,8000,12188
-4188,8000,12188
-4188,8000,12188
-4088,8100,12188
-3988,8200,12188
-3888,8300,12188
-3588,8700,12288
-3462,8900,12362
-3362,9100,12462
-3262,9200,12462
-2662,9800,12462
-2762,9800,12562
-2062,10500,12562
-1662,11100,12762
-1362,11500,12862
-988,11875,12862
-612,12350,12962
-362,12900,13262
-150,13312,13462
162,13725,13562
412,14275,13862
-150,14688,14838
238,15375,15138
650,15788,15138
925,16062,15138
1375,16612,15238
2100,17438,15338
2375,17712,15338
1912,18125,16212
2050,18262,16212
2325,18538,16212
2875,19088,16212
2912,19225,16312
3275,19638,16362
3412,19775,16362
3688,20050,16362
3825,20188,16362
