Net,P1Score,P2Score
-1438,12362,13800
-1438,12362,13800
-1438,12362,13800
-1438,12362,13800
-1488,12362,13850
-1638,12362,14000
-1738,12362,14100
-1300,12800,14100
-912,13338,14250
100,14650,14550
-250,14650,14900
-62,15188,15250
-500,15238,15738
-850,15238,16088
212,16550,16338
50,16988,16938
-138,16988,17125
1038,18300,17262
1500,19175,17675
1388,19612,18225
888,19662,18775
438,19762,19325
38,19912,19875
-275,20012,20288
-912,20062,20975
-1138,20112,21250
-1038,21038,22075
-1450,21038,22488
-662,21962,22625
-1000,22062,23062
-1438,22062,23500
-1438,22062,23500
-562,22938,23500
-512,22988,23500
-512,22988,23500
-650,22988,23638
-1525,22988,24512
-738,23912,24650
-875,23912,24788
-912,24012,24925
-1050,24012,25062
-1325,24012,25338
-1325,24012,25338
-1412,24062,25475
-1550,24062,25612
-1825,24062,25888
-1962,24062,26025
-2100,24062,26162
