Net,P1Score,P2Score
1388,15775,14388
1388,15775,14388
1388,15775,14388
1388,15775,14388
1388,15775,14388
1075,15900,14825
475,16175,15700
112,16250,16138
-762,16250,17012
-1788,16250,18038
-2275,16250,18525
-2275,16688,18962
-2275,17125,19400
-1888,18438,20325
-2625,18875,21500
-3162,19312,22475
-2050,20625,22675
-2538,21500,24038
-2538,21938,24475
-2975,21938,24912
-5162,21938,27100
-6475,21938,28412
-5600,22812,28412
-6038,22812,28850
-6912,22812,29725
-7350,22812,30162
