Net,P1Score,P2Score
1300,10975,9675
1300,10975,9675
1300,10975,9675
1300,10975,9675
1300,10975,9675
1300,10975,9675
2400,12075,9675
2162,12075,9912
1462,12488,11025
1912,13038,11125
2062,13588,11525
2138,13862,11725
2275,14138,11862
2688,14550,11862
2700,15100,12400
3362,15862,12500
3938,16575,12638
4375,17150,12775
4275,17150,12875
4612,17588,12975
4612,17588,12975
5050,18025,12975
4912,18025,13112
5212,18462,13250
4638,18462,13825
4438,18462,14025
4300,18462,14162
4738,18900,14162
4738,18900,14162
4538,18900,14362
4400,18900,14500
4838,19338,14500
4400,19338,14938
4400,19338,14938
4400,19338,14938
4838,19775,14938
4838,19775,14938
5275,20212,14938
5275,20212,14938
5175,20212,15038
5175,20212,15038
5175,20212,15038
5175,20212,15038
5175,20212,15038
5612,20650,15038
