Net,P1Score,P2Score
1275,7050,5775
1275,7050,5775
1275,7050,5775
1275,7050,5775
1175,7050,5875
-425,7050,7475
-1850,7225,9075
-1950,7225,9175
-2050,7225,9275
-1912,7362,9275
-2112,7362,9475
-1900,7775,9675
-1900,7775,9675
-1962,7912,9875
-1725,8350,10075
-1825,8350,10175
-1750,8625,10375
-1612,9062,10675
-1475,9200,10675
-1575,9200,10775
-1500,9475,10975
-1700,9475,11175
-1662,9612,11275
-1588,9888,11475
-1550,10025,11575
-1512,10162,11675
-1712,10162,11875
-1775,10300,12075
-1875,10300,12175
-1875,10300,12175
-1975,10300,12275
-2112,10300,12412
-2112,10300,12412
-2250,10300,12550
-2250,10300,12550
-2525,10300,12825
