Net,P1Score,P2Score
1400,9488,8088
1400,9488,8088
1400,9488,8088
1475,9562,8088
1438,9662,8225
1562,9788,8225
1600,9962,8362
1338,10112,8775
1188,10238,9050
725,10462,9738
462,10612,10150
100,10662,10562
-250,10862,11112
-300,11088,11388
-350,11312,11662
-775,11438,12212
-1062,11562,12625
-1025,11738,12762
-1112,11788,12900
-1450,11862,13312
-1600,11988,13588
-1825,12038,13862
-2300,12112,14412
-2688,12138,14825
-2562,12262,14825
-2625,12338,14962
-2775,12462,15238
-3025,12488,15512
-3300,12488,15788
-3225,12562,15788
-3500,12562,16062
-3625,12712,16338
-3762,12712,16475
-4038,12712,16750
-4175,12712,16888
-4262,12762,17025
-4400,12762,17162
-4812,12762,17575
