Net,P1Score,P2Score
-2750,9462,12212
-2750,9462,12212
-2750,9462,12212
-2700,9512,12212
-2475,9738,12212
-2450,9762,12212
-2325,9888,12212
-2512,10138,12650
-2488,10162,12650
-3262,10262,13525
-2712,10812,13525
-3150,10812,13962
-2600,11362,13962
-2900,11638,14538
-3338,11638,14975
-2650,12325,14975
-3525,12325,15850
-4400,12325,16725
-3988,12738,16725
-4425,12738,17162
-5738,12875,18612
-5462,13150,18612
-6338,13150,19488
-7075,13288,20362
-7512,13288,20800
-8388,13288,21675
