Net,P1Score,P2Score
-1275,8075,9350
-1275,8075,9350
-1275,8075,9350
-1275,8075,9350
-1275,8075,9350
-1275,8075,9350
-1138,8212,9350
-1138,8212,9350
-1000,8350,9350
-725,8625,9350
-175,9175,9350
-600,9588,10188
-525,9862,10388
-725,9862,10588
-1325,10138,11462
-1488,10412,11900
-1788,10550,12338
-1788,10550,12338
-2088,10688,12775
-2388,10825,13212
-3562,10962,14525
-3725,11238,14962
-3588,11375,14962
-4900,11375,16275
-5038,11375,16412
-5612,11375,16988
-6050,11375,17425
