Net,P1Score,P2Score
12,13475,13462
12,13475,13462
12,13475,13462
12,13475,13462
12,13475,13462
0,13912,13912
1212,15225,14012
1512,15725,14212
2088,16600,14512
1988,17138,15150
1888,17338,15450
2188,17838,15650
1750,17938,16188
2050,18638,16588
1950,18738,16788
2388,19375,16988
1662,19725,18062
1325,20225,18900
1325,20325,19000
650,20625,19975
712,21225,20512
-62,21325,21388
-300,21525,21825
-400,21525,21925
-838,21525,22362
-1038,21525,22562
-1275,21725,23000
-1712,21725,23438
-2150,21725,23875
-2150,22162,24312
-2588,22162,24750
-3025,22162,25188
-2588,22600,25188
-3025,22600,25625
-2588,23038,25625
-2588,23038,25625
-2588,23038,25625
-2150,23475,25625
-2150,23475,25625
-1712,23912,25625
-1712,23912,25625
-1275,24350,25625
-838,24788,25625
-838,24788,25625
-838,24788,25625
-738,24888,25625
-738,24888,25625
-738,24888,25625
-738,24888,25625
-738,24888,25625
-738,24888,25625
-200,25425,25625
-200,25425,25625
-200,25425,25625
-200,25425,25625
-200,25425,25625
-200,25425,25625
-100,25525,25625
338,25962,25625
338,25962,25625
338,25962,25625
338,25962,25625
438,26062,25625
438,26062,25625
438,26062,25625
875,26500,25625
875,26500,25625
875,26500,25625
875,26500,25625
1312,26938,25625
