Net,P1Score,P2Score
-2788,10288,13075
-2788,10288,13075
-2788,10288,13075
-2788,10288,13075
-2788,10288,13075
-2788,10288,13075
-3025,10488,13512
-2875,10688,13562
-2775,10888,13662
-2175,11488,13662
-2175,11738,13912
-1825,12188,14012
-1625,12488,14112
-1512,12838,14350
-1462,12988,14450
-2100,12988,15088
-2250,12988,15238
-2138,13588,15725
-1988,13788,15775
-2362,14388,16750
-2250,14988,17238
-1850,15388,17238
-2725,15388,18112
-3162,15388,18550
-3162,15388,18550
-3162,15388,18550
-4038,15388,19425
-4475,15388,19862
-4475,15388,19862
-5788,15388,21175
-6225,15388,21612
-6662,15388,22050
-7100,15388,22488
-7538,15388,22925
-7975,15388,23362
