Net,P1Score,P2Score
4962,14625,9662
4962,14625,9662
4962,14625,9662
4962,14625,9662
4625,14725,10100
4625,14725,10100
4588,14875,10288
4788,15075,10288
5088,15375,10288
5338,15625,10288
5788,16075,10288
5362,16525,11162
5225,16825,11600
4650,17125,12475
4662,17575,12912
5400,18750,13350
5312,19100,13788
5612,19400,13788
6012,19800,13788
5925,20150,14225
5250,20350,15100
5250,20350,15100
5688,20788,15100
5250,20788,15538
5250,20788,15538
5250,20788,15538
7438,22975,15538
7438,22975,15538
8750,24288,15538
