Net,P1Score,P2Score
1388,12862,11475
1388,12862,11475
1388,12862,11475
1388,12862,11475
1825,13300,11475
1725,13300,11575
2450,14175,11725
2788,14612,11825
3175,15050,11875
2925,15050,12125
3212,15488,12275
3550,15925,12375
3838,16362,12525
4562,17238,12675
4988,17812,12825
5325,18250,12925
5800,18825,13025
6325,19400,13075
6462,19538,13075
7425,20550,13125
7688,20962,13275
7638,20962,13325
7900,21375,13475
8038,21512,13475
9188,22800,13612
9462,23075,13612
9738,23350,13612
10312,24062,13750
10588,24338,13750
