Net,P1Score,P2Score
-12,11125,11138
-12,11125,11138
-12,11125,11138
-288,11125,11412
-838,11125,11962
-1250,11125,12375
62,12438,12375
-138,12875,13012
-462,13462,13925
-350,14388,14738
-1100,14388,15488
-1538,14488,16025
-1400,15025,16425
-1450,15512,16962
-1238,16000,17238
-1125,16388,17512
-1275,16438,17712
-1325,16925,18250
-712,17938,18650
-225,18425,18650
-912,18475,19388
-862,18525,19388
-762,18625,19388
-1125,19062,20188
-1275,19112,20388
-1238,19550,20788
-1438,19688,21125
-1638,19688,21325
-1150,20175,21325
-1550,20175,21725
-675,21050,21725
-625,21100,21725
-775,21150,21925
-725,21200,21925
-925,21200,22125
-1062,21200,22262
