Net,P1Score,P2Score
2775,13612,10838
2775,13612,10838
2775,13612,10838
2775,13612,10838
2775,13612,10838
2912,13750,10838
2638,13750,11112
2500,13888,11388
2825,14762,11938
2138,14762,12625
2162,15200,13038
2188,15638,13450
1550,15688,14138
1012,15838,14825
662,16038,15375
-200,16138,16338
-1025,16138,17162
-838,17012,17850
-1388,17012,18400
-1938,17012,18950
-2625,17012,19638
-2462,17450,19912
-2575,17888,20462
-2688,18325,21012
-3100,18325,21425
-3212,18762,21975
-3488,18762,22250
-3762,18762,22525
-3600,19200,22800
-4012,19200,23212
-3988,19638,23625
-4125,19638,23762
-4675,19638,24312
-4812,19638,24450
