Net,P1Score,P2Score
-1312,10462,11775
-1312,10462,11775
-1312,10462,11775
-1312,10462,11775
-1312,10462,11775
-1250,10662,11912
-1050,10862,11912
-1225,10962,12188
-1200,11362,12562
-938,11862,12800
-938,11962,12900
-1312,11962,13275
-1012,12462,13475
-1288,12862,14150
-888,13562,14450
-1025,13762,14788
-1125,13962,15088
-925,14462,15388
-725,14962,15688
-625,15162,15788
-862,15362,16225
-1300,15362,16662
-1700,15362,17062
-2375,15362,17738
-2362,15775,18138
-2800,15912,18712
-3238,16050,19288
-3338,16188,19525
-3975,16188,20162
-4925,16188,21112
-5500,16188,21688
-5638,16188,21825
-5912,16325,22238
