Net,P1Score,P2Score
-88,8712,8800
-88,8712,8800
-88,8712,8800
-88,8712,8800
-825,8850,9675
-1262,8850,10112
-1362,8850,10212
-1538,9125,10662
-1550,9262,10812
-1275,9675,10950
-1775,9675,11450
-1300,10250,11550
-1212,10525,11738
-1212,10525,11738
-800,10938,11738
-525,11625,12150
-662,11762,12425
50,12612,12562
325,13025,12700
600,13300,12700
875,13575,12700
1612,14450,12838
2925,15762,12838
3362,16200,12838
3800,16638,12838
3800,16638,12838
4238,17075,12838
4675,17512,12838
