Net,P1Score,P2Score
25,9925,9900
25,9925,9900
25,9925,9900
25,9925,9900
-125,9925,10050
-175,9925,10100
-225,10025,10250
-325,10225,10550
-475,10225,10700
-275,10625,10900
-225,10925,11150
-25,11425,11450
125,11825,11700
275,12275,12000
325,12625,12300
375,12775,12400
275,12875,12600
525,13325,12800
1025,14025,13000
1275,14325,13050
1375,14625,13250
1275,14625,13350
1475,14925,13450
1225,15025,13800
1325,15225,13900
1525,15525,14000
1725,15925,14200
1875,16325,14450
1675,16325,14650
1575,16325,14750
1525,16425,14900
1875,16925,15050
2125,17325,15200
2075,17425,15350
2125,17525,15400
2475,18025,15550
2525,18125,15600
2525,18125,15600
2875,18525,15650
3175,18825,15650
3225,18925,15700
3625,19325,15700
3625,19325,15700
3775,19525,15750
4075,19825,15750
