Net,P1Score,P2Score
1375,11088,9712
1375,11088,9712
1375,11088,9712
1375,11088,9712
1300,11088,9788
1638,11525,9888
2025,11962,9938
1925,12062,10138
1800,12162,10362
1675,12162,10488
2138,12900,10762
2012,12900,10888
2125,13200,11075
1988,13500,11512
2150,13800,11650
2000,14200,12200
2200,14400,12200
2150,14900,12750
2112,15000,12888
1938,15100,13162
1962,15400,13438
1988,15700,13712
2050,16038,13988
1775,16038,14262
2012,16412,14400
2275,16950,14675
2275,16950,14675
2675,17488,14812
3412,18362,14950
3275,18362,15088
3438,18938,15500
3875,19375,15500
3838,19475,15638
3700,19475,15775
4138,19912,15775
4575,20350,15775
4438,20350,15912
4888,20800,15912
