Net,P1Score,P2Score
-2738,9938,12675
-2738,9938,12675
-2738,9938,12675
-2738,9938,12675
-2738,9938,12675
-2738,9938,12675
-2538,10138,12675
-2538,10138,12675
-2138,10538,12675
-2175,10938,13112
-1938,11175,13112
-1462,11650,13112
-1562,11988,13550
-1188,12362,13550
-1788,12638,14425
-2525,12775,15300
-2250,13050,15300
-1875,13425,15300
-1875,13425,15300
-1700,14038,15738
-1788,14588,16375
-3538,14588,18125
-3838,14725,18562
-3838,14725,18562
-3838,14862,18700
-3562,15138,18700
-3638,15475,19112
-4212,15475,19688
-4250,15575,19825
-4962,15712,20675
-5238,15712,20950
-5950,15712,21662
-6225,15712,21938
-6225,15712,21938
-6225,15712,21938
-6225,15712,21938
-6225,15712,21938
-6225,15712,21938
-6125,15812,21938
-6125,15812,21938
-6125,15812,21938
-6125,15812,21938
-6475,15912,22388
-6700,15912,22612
