Net,P1Score,P2Score
-62,8938,9000
-62,8938,9000
-62,8938,9000
-62,8938,9000
38,9038,9000
38,9038,9000
38,9038,9000
0,9138,9138
-175,9238,9412
-212,9338,9550
-700,9538,10238
-838,9538,10375
-1150,9638,10788
-1325,9738,11062
-2012,9738,11750
-2362,9938,12300
-2988,10138,13125
-3125,10138,13262
-2962,10438,13400
-2700,10838,13538
-2838,10838,13675
-3250,10838,14088
-3388,10838,14225
-3800,10838,14638
-3838,10938,14775
-4112,10938,15050
-4250,10938,15188
-4462,11138,15600
-4738,11138,15875
-4875,11138,16012
-5012,11138,16150
-5188,11238,16425
-5325,11238,16562
-5500,11338,16838
-5638,11338,16975
-5912,11338,17250
-5812,11438,17250
-5812,11438,17250
-5988,11538,17525
-5988,11538,17525
-6262,11538,17800
-6400,11538,17938
