Net,P1Score,P2Score
2812,7988,5175
2812,7988,5175
2812,7988,5175
2812,7988,5175
2712,7988,5275
2662,7988,5325
2512,7988,5475
2362,7988,5625
2925,8650,5725
2775,8650,5875
2675,8700,6025
2525,8800,6275
2325,8850,6525
2425,9100,6675
2225,9150,6925
2462,9688,7225
2588,9962,7375
2688,10112,7425
2538,10212,7675
3100,10925,7825
3150,11075,7925
3325,11300,7975
3275,11350,8075
3325,11450,8125
3225,11450,8225
3225,11550,8325
3275,11600,8325
3225,11600,8375
3275,11700,8425
3225,11700,8475
3212,11838,8625
3162,11838,8675
3062,11838,8775
2912,11838,8925
2912,11838,8925
2812,11838,9025
2812,11838,9025
2762,11838,9075
2712,11838,9125
3025,12288,9262
2975,12288,9312
2875,12288,9412
2875,12288,9412
2825,12288,9462
2775,12288,9512
2675,12288,9612
2625,12288,9662
2575,12288,9712
2525,12288,9762
2475,12288,9812
2425,12288,9862
2425,12288,9862
2375,12288,9912
2275,12288,10012
2225,12288,10062
2175,12288,10112
2125,12288,10162
2125,12288,10162
2125,12288,10162
2075,12288,10212
2025,12288,10262
1925,12288,10362
1875,12288,10412
1825,12288,10462
1725,12288,10562
1725,12288,10562
1625,12288,10662
1625,12288,10662
1575,12288,10712
1525,12288,10762
1525,12288,10762
1425,12288,10862
1425,12288,10862
1325,12288,10962
1225,12288,11062
1175,12288,11112
1175,12288,11112
1125,12288,11162
1075,12288,11212
975,12288,11312
975,12288,11312
975,12288,11312
875,12288,11412
825,12288,11462
775,12288,11512
675,12288,11612
625,12288,11662
575,12288,11712
525,12288,11762
525,12288,11762
425,12288,11862
425,12288,11862
375,12288,11912
325,12288,11962
325,12288,11962
325,12288,11962
275,12288,12012
225,12288,12062
225,12288,12062
225,12288,12062
125,12288,12162
75,12288,12212
75,12288,12212
25,12288,12262
-25,12288,12312
-25,12288,12312
-25,12288,12312
-75,12288,12362
-125,12288,12412
-175,12288,12462
-225,12288,12512
-275,12288,12562
-375,12288,12662
-375,12288,12662
-525,12288,12812
-575,12288,12862
-625,12288,12912
-675,12288,12962
-725,12288,13012
-825,12288,13112
-875,12288,13162
